participant,Spearman_r,p,pspin,p_fdr
BEST-BN-001,-0.2650781971344207,0.028917647053602873,0.0225,0.40591143027942067
BEST-BN-002,-0.13563205938079262,0.2701052640987684,0.1455,0.7522535749028451
BEST-BN-004,0.11104111167774348,0.3673309012384348,0.1765,0.8129437818850042
BEST-BN-005,-0.22231133156390048,0.0684377630413498,0.0535,0.5145505887923707
BEST-BN-006,0.03871928722188167,0.7539118611908427,0.4155,0.9331957794008602
BEST-BN-007,0.2598087083409102,0.032386545452563066,0.0325,0.40591143027942067
BEST-BN-008,0.1547244100819177,0.20772783620440952,0.122,0.7522535749028451
BEST-BN-010,0.03520629469287466,0.7756254124020211,0.38,0.9417988829321322
BEST-BN-011,-0.18244650329995132,0.13645332616886893,0.08449999999999999,0.6215574984818196
BEST-BN-012,0.01779407085344858,0.8854810338263412,0.4475,0.9649549276470487
BEST-BN-013,0.14586555935659565,0.23526769461311636,0.1275,0.7522535749028451
BEST-BN-014,-0.07980602593070286,0.517677634446335,0.2695,0.8532763012517818
BEST-BN-015,0.35679784990262564,0.0028205066960442955,0.006500000000000001,0.19085428643233068
BEST-BN-016,-0.009164328336540042,0.9408739659013058,0.47450000000000003,0.9676593382430556
BEST-BN-017,-0.1318135892405676,0.2839472701218235,0.184,0.7522535749028451
BEST-BN-018,-0.112492130331029,0.3610641485753202,0.215,0.8129437818850042
BEST-BN-020,0.13868683549297262,0.2593626570946073,0.14250000000000002,0.7522535749028451
BEST-BN-021,-0.07239819385866633,0.5573964230224785,0.2825,0.8532763012517818
BEST-BN-022,-0.0694961565520953,0.5733417691088951,0.2785,0.8595835572860436
BEST-BN-023,0.09561449231123442,0.4379740580763083,0.2455,0.8156764567843172
BEST-BN-024,0.11325582435907401,0.35779233844495784,0.196,0.8129437818850042
BEST-BN-025,0.09149054455979141,0.45807445046987705,0.2895,0.8364197618784301
BEST-BN-026,0.05727705210337526,0.6426884752773354,0.351,0.893074209485164
BEST-BN-027,-0.041163108111625685,0.73891701842246,0.38,0.9202463480966834
BEST-BN-029,-0.21146687636566144,0.08343273613387463,0.045,0.604887336970591
BEST-BN-030,-0.2632453314671127,0.030086966012815724,0.0285,0.40591143027942067
BEST-BN-031,0.14907307427438468,0.22501883542650322,0.1325,0.7522535749028451
BEST-BN-032,-0.02023789174319259,0.8698817979789915,0.418,0.964950846938444
BEST-BN-033,0.016495791005772073,0.8937861881488784,0.4615,0.9650989159267145
BEST-BN-034,-0.10622983930105998,0.38857956811399397,0.2145,0.8129437818850042
BEST-BN-035,-0.19565840998512987,0.10981510084237618,0.0915,0.6215574984818196
BEST-BN-036,-0.10118945871596295,0.41160642203805475,0.2375,0.8129437818850042
BEST-BN-037,0.04734902973879021,0.701403631877459,0.394,0.893074209485164
BEST-BN-038,0.04818909316963972,0.6963613179645886,0.39549999999999996,0.893074209485164
BEST-BN-039,-0.2727151374148707,0.02444848595636192,0.0145,0.40591143027942067
BEST-BN-040,-0.028867634260101128,0.815230386216348,0.4215,0.954464765046521
BEST-BN-041,-0.0899631565037014,0.46564534120703793,0.2415,0.8365133120799
BEST-BN-042,-0.24285470091831107,0.045989965007027955,0.03,0.40591143027942067
BEST-BN-043,-0.29394583139452185,0.014973781675599429,0.014499999999999999,0.3799597100183355
BEST-BN-044,0.19848407788889638,0.10467813159677423,0.07450000000000001,0.6215574984818196
BEST-BN-045,-0.1753441488391328,0.15265251861037207,0.10500000000000001,0.6582145124578778
BEST-BN-046,0.22315139499475,0.06737300405332282,0.0465,0.5145505887923707
BEST-BN-047,0.18702866746822133,0.12671253010254158,0.0785,0.6215574984818196
BEST-BN-048,-0.09332341022709942,0.4490791538667501,0.28200000000000003,0.8287551657722753
BEST-BN-049,-0.10416786542533847,0.3979054802219022,0.21,0.8129437818850042
BEST-BN-050,-0.09737098857573794,0.4295657272678557,0.278,0.8149704919193898
BEST-BN-051,-0.04895278719768472,0.6917887390980606,0.391,0.893074209485164
BEST-BN-052,-0.11295034674785602,0.3590988684286258,0.20700000000000002,0.8129437818850042
BEST-BN-053,0.12119824225074204,0.32485379181159824,0.182,0.7967775318485123
BEST-BN-054,-0.004123947751443018,0.9733742768032432,0.4645,0.9781929613418731
BEST-BN-055,0.20581554055812845,0.09221800611873418,0.051500000000000004,0.6104905251601539
BEST-BN-056,-0.07262730206707983,0.5561466221276359,0.2985,0.8532763012517818
BEST-BN-057,-0.24736049568377663,0.04198264014190609,0.0475,0.40591143027942067
BEST-BN-058,-0.16098670111188673,0.18969190393710533,0.155,0.7405280096006227
BEST-BN-059,0.06544857820345679,0.5959275904851355,0.308,0.8631296194212489
BEST-BN-060,0.2449166747940326,0.04411868303251402,0.0305,0.40591143027942067
BEST-BN-061,0.09920385424304595,0.42089034687643223,0.235,0.8129437818850042
BEST-BN-062,-0.2078775144338499,0.08893209273635934,0.0635,0.6104905251601539
BEST-BN-063,-0.06392119014736679,0.6045522854609651,0.297,0.8631296194212489
BEST-BN-066,-0.10180041393839895,0.4087738996474103,0.22799999999999998,0.8129437818850042
BEST-BN-067,-0.03574088051250616,0.7723096379746479,0.39549999999999996,0.9417988829321322
BEST-BN-068,0.05300036554632324,0.6677403857187463,0.323,0.893074209485164
BEST-BN-069,-0.008706111919713039,0.9438253643947045,0.46599999999999997,0.9676593382430556
BEST-BN-070,0.1284533355171696,0.2965097533303186,0.177,0.7619174674184136
BEST-BN-071,0.029173111871319133,0.8133102270547371,0.3915,0.954464765046521
BEST-BN-072,0.10210589154961695,0.4073619007315681,0.2595,0.8129437818850042
BEST-MUC-002,0.023827253675004108,0.847061469672744,0.4075,0.964950846938444
BEST-MUC-003,-0.0890467236700474,0.4702202739143143,0.259,0.8373220667070685
BEST-MUC-004,-0.03604635812372416,0.7704167277901474,0.378,0.9417988829321322
BEST-MUC-005,0.02084884696562859,0.8659894681924147,0.4585,0.964950846938444
BEST-MUC-007,0.10699353332910497,0.38515880612011666,0.195,0.8129437818850042
BEST-MUC-008,-0.11554690644320902,0.34808677052215764,0.22999999999999998,0.8129437818850042
BEST-MUC-009,-0.07484201474841033,0.5441345757214073,0.27749999999999997,0.8532763012517818
BEST-MUC-010,-0.15075320113608368,0.2197765891262008,0.121,0.7522535749028451
BEST-MUC-011,0.052007563309864724,0.6736094028226616,0.34650000000000003,0.893074209485164
BEST-MUC-012,-0.18840331671870233,0.12389597642139187,0.07150000000000001,0.6215574984818196
BEST-MUC-013,0.10241136916083497,0.4059527473112593,0.23349999999999999,0.8129437818850042
BEST-MUC-014,-0.10294595498046645,0.4034935845980433,0.2895,0.8129437818850042
BEST-MUC-015,0.18206465628592883,0.13728985981326816,0.0815,0.6215574984818196
