participant,Spearman_r,p,pspin,p_fdr
BEST-BN-001,-0.0439124066125877,0.7221632878463976,0.37,0.9278427052710044
BEST-BN-002,-0.11180480570578852,0.3640243996524135,0.21300000000000002,0.7111914280394186
BEST-BN-004,-0.1542661936650907,0.20909367691406386,0.1175,0.5372913470070249
BEST-BN-005,-0.2073429286142184,0.08977501152131351,0.0875,0.33748754331160447
BEST-BN-006,0.07468927594280134,0.54495892875355,0.34199999999999997,0.8575710274183771
BEST-BN-007,-0.05399316778278174,0.6618911553173195,0.385,0.9037577128511511
BEST-BN-008,-0.15266243620619618,0.2139241437530847,0.1555,0.5399966027638902
BEST-BN-010,0.14937855188560267,0.22405926660436148,0.2205,0.5437955189473828
BEST-BN-011,0.1821410256887333,0.13712224469660553,0.095,0.4349346198970456
BEST-BN-012,0.18886153313552934,0.12296781164315462,0.11,0.4026204155412966
BEST-BN-013,0.004887641779488022,0.9684459033874202,0.484,0.9944480259157866
BEST-BN-014,-0.07163449983062133,0.5615720476919855,0.312,0.8702223334463592
BEST-BN-015,0.09454532067197144,0.44313711875035033,0.2715,0.7885001835741969
BEST-BN-016,0.1694637048231863,0.16711278221960457,0.1225,0.4778013350785877
BEST-BN-017,0.023139929049763603,0.8514222294224514,0.4685,0.9624024504700726
BEST-BN-018,0.08652653337749888,0.4829254686837977,0.2945,0.8160631262368414
BEST-BN-020,0.17206026451853926,0.16060845492708653,0.0995,0.47529381141847044
BEST-BN-021,-0.029402220079732633,0.8118708261976446,0.404,0.9559630851566728
BEST-BN-022,0.04032304468077618,0.7440608828625328,0.371,0.9347199689220348
BEST-BN-023,0.06934341774648631,0.5741868170429861,0.3195,0.8749796254425677
BEST-BN-024,0.14708746980146767,0.2313259591491073,0.1585,0.5524608200855151
BEST-BN-025,0.09347614903270843,0.4483339929143011,0.309,0.7885001835741969
BEST-BN-026,-0.06873246252405031,0.5775727576813008,0.3335,0.8749796254425677
BEST-BN-027,0.04291960437612919,0.7281987163907182,0.38,0.9297128265868917
BEST-BN-029,-0.1573209697772707,0.20010743453748836,0.095,0.5344974896198702
BEST-BN-030,0.040017567069558176,0.7459341623909834,0.395,0.9347199689220348
BEST-BN-031,0.13242454446300359,0.2817015867284865,0.1835,0.6146021511137988
BEST-BN-032,0.09301793261588143,0.4505715334709697,0.20950000000000002,0.7885001835741969
BEST-BN-033,0.09668366395049742,0.4328449764735556,0.2395,0.7851935040861207
BEST-BN-034,0.006338660432773528,0.9590853889032147,0.4815,0.9944480259157866
BEST-BN-035,0.14907307427438468,0.22501883542650322,0.20600000000000002,0.5437955189473828
BEST-BN-036,0.21513260770027748,0.07809771337474775,0.096,0.33651083514894004
BEST-BN-037,0.20894668607311298,0.08726495388106023,0.1215,0.33651083514894004
BEST-BN-038,0.09897474603463245,0.42196924107834277,0.313,0.780719024453735
BEST-BN-039,0.11478321241516402,0.3513036269201144,0.1985,0.6991631006351295
BEST-BN-040,0.25728851804836167,0.0341648787905797,0.032,0.21016576952992969
BEST-BN-041,0.014510186532855063,0.9065099266706644,0.4465,0.9840722733376732
BEST-BN-042,0.07995876473631186,0.5168740157085465,0.303,0.846172783780927
BEST-BN-043,0.1312790034209361,0.2859219307816894,0.238,0.6146021511137988
BEST-BN-044,0.0452870558630687,0.7138344267494712,0.39,0.9253728465571415
BEST-BN-045,-0.02734024620401112,0.8248472374263965,0.425,0.9559630851566728
BEST-BN-046,-0.31754397686111246,0.008323449225007376,0.013,0.1072407152753577
BEST-BN-047,0.223915089022795,0.06641663714724123,0.0775,0.31354831025325514
BEST-BN-048,0.33465072308932053,0.005281376698765544,0.0125,0.09509498907914564
BEST-BN-049,0.14265804443880664,0.2458349398675072,0.1395,0.567096509012545
BEST-BN-050,0.25354641731094113,0.03695531802622781,0.087,0.21943536295776894
BEST-BN-051,0.1968803204300019,0.10757032391925385,0.10550000000000001,0.37492761065199276
BEST-BN-052,0.2085648390590904,0.08785750868420603,0.0625,0.33651083514894004
BEST-BN-053,-0.0042003171542475196,0.9728813917219001,0.475,0.9944480259157866
BEST-BN-054,0.02894400366290563,0.8147502442907384,0.40149999999999997,0.9559630851566728
BEST-BN-055,0.0880539214335889,0.4752036974885989,0.26,0.8160631262368414
BEST-BN-056,-0.2904328388655148,0.016278759725290935,0.027000000000000003,0.1376911760097525
BEST-BN-057,-0.03192241037228114,0.796079403929748,0.4395,0.9559630851566728
BEST-BN-058,0.4075835027676183,0.000560987615514687,0.004,0.02190853937471229
BEST-BN-059,0.29364035378330383,0.015083566990906355,0.02,0.13483929269167738
BEST-BN-060,0.1548007794847222,0.20750081221976766,0.112,0.5372913470070249
BEST-BN-061,-0.01771770145064408,0.8859692411308016,0.4395,0.9812268309153118
BEST-BN-062,-0.2867671075308988,0.017743397266846005,0.023,0.14407638580678955
BEST-BN-063,-0.17648968988120028,0.14994729228024722,0.086,0.4682969281983106
BEST-BN-066,-0.13937416011821313,0.2569859869026192,0.1305,0.5826202162197881
BEST-BN-067,-0.05414590658839074,0.6609930493637775,0.318,0.9037577128511511
BEST-BN-068,0.08011150354192086,0.5160710288879511,0.2555,0.846172783780927
BEST-BN-069,-0.3166275440274584,0.00852276479249895,0.049,0.1072407152753577
BEST-BN-070,0.33235964100518556,0.005621378664777082,0.005,0.09509498907914564
BEST-BN-071,0.35359033498483655,0.003097277561439242,0.006500000000000001,0.06986081610801846
BEST-BN-072,-0.2506443800043701,0.03924766010229156,0.08399999999999999,0.21943536295776894
BEST-MUC-002,-0.031387824552649636,0.7994225189233602,0.41100000000000003,0.9559630851566728
BEST-MUC-003,-0.08690838039152139,0.48098880617243556,0.2865,0.8160631262368414
BEST-MUC-004,-0.1574737085828797,0.19966547121466735,0.0995,0.5344974896198702
BEST-MUC-005,-0.22246407036950952,0.0682431717264875,0.0685,0.3148491786472037
BEST-MUC-007,0.2449930441968371,0.044050600587856766,0.036,0.22928902357269035
BEST-MUC-008,0.09660729454769293,0.4332102091509631,0.291,0.7851935040861207
BEST-MUC-009,-0.48746589810112567,2.486738512891978e-05,0.0025,0.005048079181170715
BEST-MUC-010,0.1389923131041906,0.25830452935852677,0.1235,0.5826202162197881
BEST-MUC-011,0.05475686181082674,0.6574054028351253,0.3725,0.9037577128511511
BEST-MUC-012,-0.007789679086059035,0.9497303829447887,0.4835,0.9944480259157866
BEST-MUC-013,0.08583920875225838,0.4864218634219597,0.2675,0.8160631262368414
BEST-MUC-014,0.3742864431448562,0.0016644897694212844,0.012,0.04223642789906509
BEST-MUC-015,0.1520514809837602,0.21578484899548736,0.16749999999999998,0.5399966027638902
BEST-MUC-016,0.3144128313461279,0.00902174407098768,0.0195,0.1072407152753577
