centile_SA_bankssts,centile_SA_caudalanteriorcingulate,centile_SA_caudalmiddlefrontal,centile_SA_cuneus,centile_SA_entorhinal,centile_SA_fusiform,centile_SA_inferiorparietal,centile_SA_inferiortemporal,centile_SA_isthmuscingulate,centile_SA_lateraloccipital,centile_SA_lateralorbitofrontal,centile_SA_lingual,centile_SA_medialorbitofrontal,centile_SA_middletemporal,centile_SA_parahippocampal,centile_SA_paracentral,centile_SA_parsopercularis,centile_SA_parsorbitalis,centile_SA_parstriangularis,centile_SA_pericalcarine,centile_SA_postcentral,centile_SA_posteriorcingulate,centile_SA_precentral,centile_SA_precuneus,centile_SA_rostralanteriorcingulate,centile_SA_rostralmiddlefrontal,centile_SA_superiorfrontal,centile_SA_superiorparietal,centile_SA_superiortemporal,centile_SA_supramarginal,centile_SA_frontalpole,centile_SA_temporalpole,centile_SA_transversetemporal,centile_SA_insula
0.50695360373447,0.529496566756052,0.0611663443622604,0.243838297613194,,0.229842250650273,0.322842041395645,0.860290274905487,0.0689122231101446,0.448571622040937,0.497788406657384,0.591452083792534,0.300673406503731,0.650588954025652,0.386616181006179,0.348512772333912,0.0949350342037053,0.59170562611354,0.13576258315981,0.524100727583917,0.674647009871655,0.561270646510894,0.515613354446622,0.0430781383812071,0.433752747867286,0.139335926887783,0.0683064419155457,0.20216227605198,0.249914959935597,0.343973094193277,0.390463481508383,0.81529000236346,0.105825001537546,0.0544117141818371
0.270312365115934,0.378082893282903,0.07448815348364,0.592727045621242,,0.0268020886088659,0.0770441500075541,0.176935004199087,0.8019453479021,0.395311387978456,0.331139918037208,0.723215060355943,0.408581008342859,0.208176172664854,0.485256306754934,0.0284550343266113,0.278033446605986,0.404542096123633,0.626335778077918,0.871075728446031,0.227643450811968,0.518421735498227,0.122814608073626,0.225413778271178,0.680761007675204,0.460833554536717,0.0646766768336603,0.181754656808592,0.363366992979305,0.12108312778187,0.111367454937214,0.297024279464655,0.386370746127552,0.195142508472219
0.88649056504627,0.972737689897977,0.737442273880124,0.813418488523086,,0.735665938080128,0.57560322581167,0.72922363846833,0.958135223965417,0.475404361280982,0.181981926329268,0.941213805163858,0.397370699906427,0.404860865598448,0.368531149451018,0.495382746470365,0.529473759046927,0.365487945482046,0.146522847912223,0.960441796969997,0.411694904955344,0.90778886130428,0.496812823657057,0.889957010488779,0.817065000247833,0.880684171802744,0.278054230718452,0.447593129227828,0.230034287323531,0.945666297548329,0.260317117063558,0.873930028948334,0.229896012849507,0.288346142679449
0.231809778880024,0.0138142440035008,0.161318836894148,0.747267447942271,,0.123278606707052,0.0404653298503717,0.0193706773605131,0.29208937611849,0.21007541282771,0.0640506651058554,0.591699959967732,0.0976079874349989,0.0328129318251473,0.029569470779249,0.295940931587576,0.0231575683522562,0.101012819150194,0.0452705800484501,0.870655958135103,0.274971692778566,0.200034636741111,0.217089468503884,0.33416448635914,0.0131979786009301,0.036901293255452,0.0621958982202564,0.121260866017533,0.0138418596589648,0.158163556691679,0.47974088658977,0.380804844795315,0.135924581786052,0.218956010553344
0.80398438595772,0.69054409703748,0.233367156826661,0.308557062025634,,0.488818204613813,0.881321705536316,0.840589854159769,0.31112784121595,0.293442927978492,0.509095302454336,0.131998093460071,0.471798211532286,0.822226278119608,0.126103942263998,0.938494008890865,0.682829736186422,0.33626451153821,0.596668012096947,0.10785635263644,0.30421014928322,0.771092902987041,0.320171255764701,0.729799727797673,0.650970078207603,0.554783020674974,0.477175279781206,0.762842033290899,0.326605719241331,0.871669497883213,0.755269268733549,0.923749847165262,0.16755230477215,0.41575553348384
0.0661134533856236,0.735324153703616,0.525437048991516,0.458748646279537,,0.055511046059889,0.180641438081535,0.0773431445346967,0.512740529478085,0.681263013117923,0.157812449598621,0.952189684358352,0.0409259268625555,0.272576791352837,0.556055228532928,0.782073099823201,0.501472836325862,0.317083851629026,0.466519749479114,0.418126460452934,0.542424810613753,0.585064538381768,0.625698222027111,0.221149702428856,0.256001781638827,0.534971370105692,0.512762834493578,0.141872975699793,0.364014272834081,0.256211255492937,0.28273352507911,0.258334934809588,0.289188261164911,0.490712403028292
0.112565250540001,0.360546684738025,0.058808344188328,0.754455862547002,,0.33157304178187,0.0221985427330181,0.380294152253868,0.0127457296199828,0.788777786966529,0.0228984647573863,0.505726529835502,0.14250620202862,0.0946388582786527,0.588922912784333,0.739420975528439,0.203609693818837,0.0596340276103693,0.0337157774401678,0.596495898227384,0.0331847509630145,0.0586009439777904,0.12281797664611,0.0316723072780598,0.0225448338694114,0.241575379213993,0.200818210264544,0.0030912349506542,0.0451831961302263,0.0050767646033595,0.0654918241195646,0.357035003681935,0.103353795975419,0.022686867061511
0.412793253638541,0.183246764114625,0.430544801483677,0.16169157051985,,0.661184743739819,0.358403230835664,0.731143439425633,0.591963372695742,0.419213987187048,0.711386548852321,0.426560613354396,0.46082368787317,0.308605601753456,0.612387560778091,0.512162238805845,0.565438738302638,0.32969401172394,0.147205960360255,0.330431080882152,0.329673941113363,0.389704626912693,0.466092216313212,0.699484520490726,0.70729239164431,0.331532527755516,0.806012192336853,0.598621040443707,0.362639644752252,0.544047811397042,0.681101257175161,0.58641725311959,0.438878678197064,0.753355967883564
0.668758576831711,0.266534519346768,0.325050967312937,0.890192749428978,,0.611705821855171,0.627804962633151,0.922414889930509,0.391622413568953,0.95227685588634,0.150136913188877,0.643276575945262,0.724300903430703,0.88566700919825,0.587929333155833,0.768401955016212,0.647374820911613,0.507141036649873,0.494691764115608,0.589452096236773,0.942978135998299,0.854723214370213,0.622549320867186,0.509569031447196,0.0615637241341315,0.549771101043107,0.328830099216839,0.779382161947509,0.560624329437789,0.920218548774302,0.759000317560271,0.695509223474331,0.415661463743345,0.395239609374247
0.0761138541824403,0.286327890947621,0.333210179415591,0.355288503360191,,0.575465214461544,0.121801384597045,0.402571315755895,0.193432296291421,0.331703700645891,0.0196002779620866,0.122359445675138,0.0210800186401659,0.151566238565956,0.219170512525611,0.0393421903058746,0.648271526917272,0.0090050182651188,0.36827146393867,0.547260593576557,0.152779090404958,0.160673688403031,0.158488725907224,0.0350580537216776,0.261759568628487,0.213182174473687,0.0907353758333033,0.0917131211200723,0.153389379858623,0.355256310404476,0.176780787466469,0.767077636853398,0.0333437081465795,0.843957045078241
